video_id,video_name,minute,text
ooxQS5-Grgc,Boosting In Code - Georgia Tech - Machine Learning,0-1,"All right Michael, so here's boosting in pseudo code. Okay, let me read it out to you then you can tell me if it makes sense. So we're given a training set. It's made up of a bunch of xi, yr pairs. You know, x is your input and y is your output. And for reasons that'll be clear in a moment All of your labels are either minus one or plus one. Where minus one means not in class or plus one means you're in a class. So this is a binary classification task. That make sense? >> So far. >> Okay. And then what you're going to do is, you're going to loop at every time step, let's call it lower-case t. From the first time step one, to some big time in the future. We'll just call it capital T and not worry about where it comes from right now. The first thing you're going to do is you're going to construct a distribution. And I'll tell you how in a minute, Michael. Okay, so, so, don't worry about it. And we'll just call that D sub T. So, this is your distribution over your examples at some particular time T. Given that distribution, I want you to find a weak classifier. I want your"
ooxQS5-Grgc,Boosting In Code - Georgia Tech - Machine Learning,1-2,"weak learner to output some hypothesis. Let's call that epsilon sub T. The hypothesis that gets produced to that time step. And that hypothesis should have some small error. Let's call that error Epsilon sub T, because it's a small number. Such that it does well on the training set, given the particular distribution. So, I'm just rewriting my notion of error from, the other side of the screen. So there are times we want you to find a weak classifier. That is, we want you to call some weak learner that returns some hypothesis. let's call it h sub t that has a small error. let's call that epsilons of t. Which is to say that the probability of it being wrong that is disagreeing with the training label is small, with respect to the underlying distribution. >> So just to be clear there, the epsilon could be as big as slightly less than a half. Right? It doesn't have to be teeny, tiny. It could actually be, almost a half. But it can't be bigger than a half. >> That's right. And, and no matter what happens."
ooxQS5-Grgc,Boosting In Code - Georgia Tech - Machine Learning,2-3,"Or even equal to a half. but, you know, we can assume, although it doesn't matter for the algorithm that the learner is going to return the best one that it can. With some error. But regardless, it's going to have, it's going to satisfy the requirements of a weak learner, and all I've done is copy this notion of error over to here. Ok? >> Awesome! >> Ok. So, you're going to do that and you'll do that a whole bunch of times steps, constantly finding hypothesis at each time step h sub t with small error epsilon sub t constantly making new distributions, and then eventually, you're going to output some final hypothesis. Which, I haven't told you yet how you're going to to get the final hypothesis. But that's the high level bit. Look at your training data, construct distributions, find a week classifier with low error. Keep doing that you have a bunch of them and then combine them somehow into some final hypothesis. And that's high level of algorithm for boosting, okay? >> Okay, but you've left out the two, two really important things, even the part from how you find we, weak classifier, which is where do we get this"
ooxQS5-Grgc,Boosting In Code - Georgia Tech - Machine Learning,3-4,"distribution and where do we get this, this final hypothesis? >> Right, so let me do that for you right now."
iWfmROeYu24,The Most Important Parts - Georgia Tech - Machine Learning,0-1,"Okay Michael, you've called my bluff. You, you said I've left out the most important parts, and you are right. So, I'm going to tell you ,how to construct the most important parts. Let's start, with the distribution. So, let's start with the base case, and that is the distribution, at the beginning of time, D sub one. So, this distribution, is going to be over each of the examples and those examples, are ,indexed, so, over i. And I'm simply going to set that distribution, to be uniform. So, how many examples do we have, Michael? Let's pick, let's pick a letter. Let's call it n. >> Okay. >> Why not, cause we do that for everything else and I'm going to say that for every single one of the examples they happen one over int times, that is uniform distribution. Now, why do I do that, because, I have no reason to believe, for the purposes of this algorithm, that any given example, is better ,than any other example, more important than any other example, harder than other example"
iWfmROeYu24,The Most Important Parts - Georgia Tech - Machine Learning,1-2,"or anything else. I know nothing. So, see if you can learn over all of the examples. You with me? >> Yeah, cause I feel like if it actually solves that problem, we're just done. So [CROSSTALK] >> [CROSSTALK] Yes and, and that's what you always want. But that's the easy case. So I start out with uniform distribution, that's what you usually do ,when you don't know anything. But, what are you going to do ,while your in the middle? So, here's what I am going to do Michael. At every time step T, I'm going to construct, a new distribution, Dis of T plus 1. Okay so, here's how we're going to construct the distribution at every time step. Okay? I'm going to create the new distribution, T plus 1 to be E for each example, I. - to be the old distribution, and times T, times E to the minus alpha T, times Y sub i, times H of sub T, of X of I, all divided by Z sub T. [LAUGH] So that's pretty obvious right? [LAUGH] So what do each of those terms mean? I mean ,I know it's intuitively obvious ,even to the most casual observer, but ,let me just try to explain what each of the parts mean."
iWfmROeYu24,The Most Important Parts - Georgia Tech - Machine Learning,2-3,"So, we know that the D is our distribution and it's some number, where, over all the examples, it adds up to one. And it's a stand-in, we know, because I said this at the beginning, for how important a particular ,example is, how often we expect to see it. And that's the trick that we're using with distributions. So, I'm going to take the old distribution for an example, of, for a particular example. And I'm going to either make it bigger or smaller, based upon, how well, the current hypothesis, does, on that particular example. So, there's a cute little trick here, we know that h of t always returns, a value ,of either minus one or plus one, because ,that's how we define our training set, you always have a label of minus one or plus one. So, ht is going to return minus one or plus one for a particular x sub i. Y of i which is the label with respect to that example, is also always going to be plus one or minus one. And alpha t is a constant, which I will get into a little bit later just right now think of it as a number. And so what"
iWfmROeYu24,The Most Important Parts - Georgia Tech - Machine Learning,3-4,"happens, Michael, if the hypothesis, at time t for a particular example x of i agrees, with the label, that is associated with that x of i? >> Well, hang on, you say the alpha's a number. Is it a positive number? A between 0 and 1 number? A negative number? What kind of number? Does, does it not matter. I think it matters. >> That's a good question. It, it matters eventually. But right now, that number is always, positive. >> Positive, alright. So, like, a [UNKNOWN]. Almost like a learning rate-y kind of thing, maybe. >> It's a learning rate-y kind of thing, sort of. >> Alright, so, good. So the y, okay, I see, I see. So, the y times the h is going to be. 1 if they agree, and minus 1 if they disagree. >> Exactly, so if they both say positive 1, positive 1 times positive 1 is 1. If they both say negative 1, negative 1 times negative 1 is 1. So, it's exactly what you say when they agree, that number is 1. And when they disagree, that number is minus 1. Alpha Sub T, which i define below, is always a positive number. You can"
iWfmROeYu24,The Most Important Parts - Georgia Tech - Machine Learning,4-5,"trust me on this. The error is always between 0 and 1. And it just turns out that the natural log of 1 minus a number between 0 and 1 over that number, always gives you a positive number. And if you don't believe me, you should play around with the numbers till you convince yourself. So, that's going to be some positive number. So, that means when they agree, that whole product will be positive. Which means, you'll be raising e to minus some number when they disagree that product will be negative which means you'll be raising e to some positive number. So, let's imagine they agree. So you're going to be re raising, e, to minus some number, what's going to happen to the relative weight of d sub t of i?"
MpFjG3bAGwk,When D agrees Quiz - Georgia Tech - Machine Learning,0-1,"So, Michael wants us to do a quiz. Because Michael likes quizzes cause he thinks you like quizzes. And so, I want you to answer this question before Michael gets a chance to. So just to be clear here's the question again. What happens to the distribution over a particular example i when the hypothesis ht that was output by the example. Agrees with the particular label, Y-sub-i. Okay, so we have four possibilities when they agree. One is the probability of you seeing that particular example increases. That is, you increase the value of D-sub-t on i. Or the probability of you seeing that example decreases. That is, the number d of t of i goes down, or it stays the same when they agree or well it depends on exactly what's going on with the old value of d and alpha and all these other things. So ,you can't really give just one of those other three answers. So those are your possibilites. The other radio buttons"
MpFjG3bAGwk,When D agrees Quiz - Georgia Tech - Machine Learning,1-2,[LAUGH] only one of them is right. And go.
nle0iezRpoo,When D agrees Quiz Solution - Georgia Tech - Machine Learning,0-1,"Okay Michael what's the answer. >> Alright, so you kind of were walking us through it, but basically if Yi and Ht agree, that means they're both negative or they're both positive. They're equal to each other. So when we multiply them together we get one. One times whatever our alpha thing is, some positive number is going to be positive. We're negating that, so it's negative E to the negative something is something between zero and one. Less than, less than one. So, that's going to scale it down. So, it looks like. And you know assuming that everything else goes ok with, with the way that ,uh, the normalization happens right? It seems like it could be depends on the normalization. >> So by the way. That's a good point. The the x sub t. Is in fact, what ever normalization constant you need at time T, in order to make it all work out to be a distribution. >> Correct. Then not going to, not going to change. >> True. >> But is some of them are correct and some of them incorrect, the ones that are correct are going to decrease. And the ones that are incorrect are going to increase."
nle0iezRpoo,When D agrees Quiz Solution - Georgia Tech - Machine Learning,1-2,">> That's right, so what's the answer to the quiz. >> Depends. >> That's true, it does. That's exactly the right answer. It depends ,on what else is going on, you're correct. Now. >> But I feel like it should be decreases, like that's really, mainly what happens. >> That's also fair. The answer is, if this one is correct, that is they agree, and you disagree on at least some of them, at least one, one other example, it will in fact decrease. So I could ask a similar question, which is, well what happens when they disagree? And at least one other example agrees. Then what happens? >> Yeah, then they, then that should increase. Oh. >> Right. >> Oh. It's going to put more weight on the ones that it's getting wrong. >> Exactly. And the ones that it's getting wrong must be the ones that are harder. Or at least that's the underlying idea. All right, Michael, so you got it? So you understand what the equation's for? >> Yeah, it look. It seemed really scary at first but it seems you know marginally less scary now because all that it's doing, it's doing it in a particular way."
nle0iezRpoo,When D agrees Quiz Solution - Georgia Tech - Machine Learning,2-3,"I don't know why it's doing it in this particular way. But all it seems to be doing is. The answers that it, it had, it was getting wrong... It puts more weight on those and the ones that its getting right, it puts less weight on those and then you know, the loop goes around again and it tries to make a new classifier. >> Right, and since the ones that its getting wrong are getting more and more weight but we are guaranteed or atleast we've assumed that we have a weak learner that will always do better than chance. On ,ah, any distribution, it means that you'll always be able to output some learner that can get some of the ones that you were getting wrong, right."
xzqnQQSTEAk,Final Hypothesis - Georgia Tech - Machine Learning,0-1,"So that ties together this, what constructed E does for you, and connecting it to the hardest examples. So now, that gets us to a nice little trick where we can talk about how we actually output our final example. So, the way you construct your final example, they way you do that combination in the step is basically by doing a weighted average. And the weight Is going to be based upon this alpha sub T. So the final hypothesis is just the s g n function of the weighted sum of all of the rules of thumb, all of the weak classifiers that you've been picking up over all of these time steps Where they're weighted by the alpha sub T's. And remember, the alpha sub T is one half of the natural log of one minus epsilon T over epsilon T. That is to say, it's a measure of how well you're doing with respect to underlining error. So, you get more"
xzqnQQSTEAk,Final Hypothesis - Georgia Tech - Machine Learning,1-2,"weight if you do well Then if you do less well or you get less weight. So what does this look like to you? Well its a weighted average based on how well you're doing or how well each of the individual hypotheses are doing and then you pass it through a thresh holding function where if its below zero you say you know what? Negative and if its above zero you say you know what? Positive and if its zero you just throw up your hands and And return zero. In other words, you return literally the sign of the number. So you are throwing away information there, and I'm not going to tell you what it is now, but when we go to the next lesson it;s going to turn out that that little bit of information you throw away is actually pretty important. But that's just a little bit of a teaser. We'll get back to that there. Okay so, this is boosting, Michael. There's really nothing else to it. You have a very simple algorithm, which can be written down in a couple of lines. The hardest parts are constructing the distribution, which I show you how to do over here, and then simply bringing everything together, which I show you how to do over here. >> Alright yeah, I think it doesn't seem so bad and I feel like I could code this up, but I would be a little happier if I had a handle"
xzqnQQSTEAk,Final Hypothesis - Georgia Tech - Machine Learning,2-3,"on what the, why alpha is the way that it is. >> Well there's two answers. The first answer is. You use natural logs because you're using exponentials and that's always a cute thing to do. And of course, you're using the error term as a way of measuring how good the hypothesis is. And the second answer is, it's in the reading you were supposed to have done. [LAUGH] So, go back and read the paper now that you've listened to this and you will have a much better understanding of what it's trying to tell you. >> Thanks >> You're welcome. I'm about helping others Michael you know that."
u1MXf5N3wYU,Three Little Boxes - Georgia Tech - Machine Learning,0-1,"So, Michael, I want to try to convince you other than the fact that it's an algorithm with symbols that, it sort of works, at, at least informally. And then, I'm going to do what I always do and refer you to actually read the, the, the text to get the, the details. But before I do that, I wanted to go through an example if you think that would help. >> I would like an example. >> Okay. So, let's go through an example. So, here's a very simple example. So, I got three little boxes on the screen. Can you see them? >> Yeah. >> Now, they're the same boxes. I've drawn them up here beforehand because I'm going to solve this problem in only three steps. >> Hey those boxes are really nice, did you get help from our trusty course developer? >> I did in fact did get help from our trusty course developer. And when I say help, I mean he did this. >> Oh thanks Push Car. >> Yes Push Car is wonderful. Now what's really cool about this is that Push Car is already let you know that we're going to be able to do this in 3 simple steps. And I'm going to be able to animate it. Or at least hopefully it'll look animated by the time, [LAUGH] we're done with all the editing. So just pay attention to the first box for"
u1MXf5N3wYU,Three Little Boxes - Georgia Tech - Machine Learning,1-2,"now, you have a bunch of data points; red pluses and green minuses, which is the opposite of what we usually do Push Car. But either way it's red pluses and green minuses. [LAUGH] With the appropriate labels and they all live in this, this part of the plane. By the way, what do you call a part of the plane? I know you have line segments, what's like, a sub part of a plane? >> Looks like a square to me. >> Yes it is, but I mean, what do you call them? You, you don't call it a plane segment, do you? What do you call it? >> A region. >> A square region, fine. So it's a square region on a plane. And we want to figure out how to be able to correctly classify these examples. Okay, so that is nothing new there. We just want to be able to come up with something. So now we have to do what we did like in the quiz is that we have to specify what our hypothesis space is. So here's our hypothesis space. So the hypothesis space is the set Of axis aligned semi-planes. You know what that means? >> Mm, no. >> Well for the purpose of this example it means,"
u1MXf5N3wYU,Three Little Boxes - Georgia Tech - Machine Learning,2-3,"I'm going to draw a line, either horizontal or vertical and say that everything on one side of that line is positive and everything on the other side of that line is negative. >> I see. Okay, good. >> Right. And their axes align because it's only horizontal and vertical, and they're semi-planes because the positive part of it is only in part of the plane. Okay, so I'm going to just walk through what boosting would end up doing with this particular example or what a boosting might do with this particular example given that you have a learner. That always chooses between axis aligned semi planes. Okay? >> Yeah. >> So let's imagine we ran our boosting algorithm now in the beginning it's step 1 all of the examples look the same because we have no particular reason to say any are more important than the other, any are easier or harder than the other. And that's just the algorithm we had before We run through and we ask our learner to return some hypotheses that does well in"
u1MXf5N3wYU,Three Little Boxes - Georgia Tech - Machine Learning,3-4,"classifying the examples. It turns out that though there are many, and in fact there are an infinite number of possible hypotheses you could return. One that works really well is one that looks like a vertical line that separates the first two data points from the rest. >> That is what I was guessing. >> Of course it was. And what I'm saying here is that everythign to the left of this line is going to be positive and everything to the right is going to be negative. So if you look at this what does this hypothesis do? So it gets correct, correctly labeled positive. The two pluses to the left. Right? >> Correct. >> And it gets correct all of the minuses as well. >> Correct. >> Right? But it gets wrong the three pluses on the right side. So it gets, this wrong, this wrong, and this wrong. >> Right, the Three Plusketeers. >> Exactly. [LAUGH] The Three Plusketeers. That's actually pretty good. So I'm just you know I'm just going to ask you to trust me here but it turns out that the specific"
u1MXf5N3wYU,Three Little Boxes - Georgia Tech - Machine Learning,4-5,"error here is 0.3 and if you stick that into our little alpha you end up, our little, our little formula for alpha, you end up with alpha equal to 4.2. >> That's not obvious to me but. >> Is is See, see, see it's not always obvious. >> [LAUGH] >> Okay. Good. So there you go and that's just what happens when you stick this particular set in there. So now we're going to construct the next distribution. Right? And what's going to happen in the next distribution? >> So the one's that it got right should get less weight and the one's that it got wrong should get more weight so those three plusketeers should become more prominent somehow. >> That's exactly what happens. They become, I'm just going to draw them as much thicker and bigger to kind of emphasise that they're getting bigger, and it's going to turn out that everything else is going to get smaller which is a lot harder to draw here. So i'm just going to kind of leave them their size, so they sort of get normalized away. Okay? >> I would guess as to what the next plane should be. I think that we should"
u1MXf5N3wYU,Three Little Boxes - Georgia Tech - Machine Learning,5-6,"cut it. Underneath those pluses but above the green minuses. And that should get us three errors. The two pluses on the left and the minus on the top will be wrong. But they have less weight than the three pluses we got right, so this going to be better than the previous one. >> So, that's possibly true. But it's not what the learner output. >> Oh! >> Let me tell you what the learner did output though. This learner output by putting a line to the right of the three pluses, because he's gotta get those right in saying that everything to the left is in fact, positive. So, does that seem like a reasonable one to you? >> Well, it does better than half. I guess that's really all what we're trying to do, but it does seem to do worse than what I suggested. >> Well, let's see, it gets the three that mattered that you were really, really doing poorly right but then so did yours. And it only, and it picks up still the other two which it was getting right. And it gets wrong these"
u1MXf5N3wYU,Three Little Boxes - Georgia Tech - Machine Learning,6-7,"three minus' which aren't worth so much. So is that worse than what you suggested? No, it gets wrong, oh, the three minuses. Oh, it gets correct those two red pluses on the left. So it gets three things wrong. So that's just as good as what I suggested. Okay, I agree. >> Okay good. So the error of this step by the way, turns out to be 0.21 and the alpha at this time step turns out to be 0.65. So that's pretty interesting, so we got a bunch of these right and a bunch of these wrong. So what's going to happen to the distribution over these examples. >> Alright, the ones that it, again, the ones that it got wrong should get pushed up in weight and which ones are those, those are the, the three green minuses in the middle patch >> Right. >> They should become more prominent. The pluses, the three, the three plusketeers should become less prominent than they were but it still might be more prominent than they were in the beginning. And maybe because in fact the alpha, let's see the alpha is bigger so, it will have actually a bigger effect on bringing it down."
u1MXf5N3wYU,Three Little Boxes - Georgia Tech - Machine Learning,7-8,">> Yeah I guess so, but it, there'll still be more prominent than the other ones that haven't been bumped. >> Yeah the ones that you, the, the two, the two red pluses on the left have, you've never gotten them wrong. >> Hm. >> So they're really going to disappear. So, if we do, If I do my best to, If I do my best to kind of draw that you're still, you're going to have. These pluses are going to be a little bit bigger than the other pluses, but they're going to be smaller than they were before. The two, the three greens in the middle are going to be bigger than they were before. But those two pluses are going to be even smaller, and these two minuses are going to be smaller. So, what do you think the third hypothesis should be. >> Quiz. >> Oh, I like that."
zodDmURwMHY,Which Hypothesis Quiz Solution - Georgia Tech - Machine Learning,0-1,"Okay, so Michael wanted to have a quiz here, 'because Michael again, likes those sort of things and, and I like to please Michael. So, we came up with three possibilities, one of which we hope is right. >> [LAUGH] >> And I've labeled them here in orange, A, B, and C and put little radio boxes next to 'em, so you could select 'em. So which of those three hypotheses are, is a good one to pick next? So, A is a horizontal line that says everything above it should be a plus. B is a, another horizontal line that says everything above it should be a plus. And C is a vertical line, like the last two hypotheses that we found, that says everything to the left should be a plus. So, which do you think is the right one? Go. >> Alright Michael, what's the answer? >> Alright so of those others, well C is pretty good, because it does separate the pluses from the minuses. We, we even liked it so much we used it in round two. >> Mh-hm. >> But it doesn't as good to me as A, because A actually does a good job of separating the very, the more heavily weighted points. So I would, I would say A. >> So in fact that is what our little learning system shows. It shows A. Now, through the trick of animation, I leave you with A. And that is exactly the right answer. By the way, Michael, if you look at these three hypothesis and their weights, you end up with something kind of interesting. So if you look at this third hypothesis that's chosen here, turns out they have a very low error, you'll notice that the errors are going down over time, by the way, of 0.14. And it has a much higher alpha of 0.92. Now if you look at these weights and you add them up, you end up with a cute little combination. So,"
zodDmURwMHY,Which Hypothesis Quiz Solution - Georgia Tech - Machine Learning,1-2,"let me draw that for you. Okay Michael, so I cleaned up a little bit so that you could see it. If you take each of the three hypothesis that we produced, and you weight them accordingly, you end up with the bottom figure. >> No way. >> Absolutely. >> That's. Kind of awesome. So what you're saying is that, even though we were only using half planes, or, or axis-aligned semi planes, for all the weak learners, that at the end of the day it actually kind of bent the line around and captured the positive and negative examples perfectly. >> Right. Does that remind you of anything else we've talked about in the past? >> Sh. Everything. Nothing. No, I dunno, I mean so with, with decision trees you can make the shapes like that, and >> That's true. >> And the fact that we're doing a weighted combination of things reminds me of the neural net. >> Yeah. And it should remind you of one other thing. >> I'm imagining that you want me to say nearest neighbors, but I can't quite make the connection. >> Well, you recall in our discussion with nearest neighbors, when we did weighted nearest neighbor. In particular we did weighted"
zodDmURwMHY,Which Hypothesis Quiz Solution - Georgia Tech - Machine Learning,2-3,"linear regression, we were able to take a simple hypothesis, add it together in order to get a more complicated hypothesis. >> That's true, because it's local. >> Right, exactly because it's local, and this is a general feature of Ensemble methods that if you try to look at just some particular hypothesis class. Let's just call it H, because you're doing weighted averages over hypotheses drawn from that hypothesis class. This hypothesis class is almost all low, is at least as complicated as this hypothesis class and often is more complicated. So you're able to be more expressive, even though you're using simple hypotheses, because you're combining them in some way. >> I'm not surprised that you can combine simple things to get complicated things. But I am surprised that you can combine them just with sums. And get complicated things because sums often act very, you know, sort of, friendly. Right it's a linear combination not a nonlinear combination. >> Actually, Michael part of the reason you get something nonlinear here is because you're passing it through a non-linearity at the end. >> The sine."
zodDmURwMHY,Which Hypothesis Quiz Solution - Georgia Tech - Machine Learning,3-4,">> Yea, that's a good thing, we should, we should ponder that."
OWjjAP4noUE,Good Answers - Georgia Tech - Machine Learning,0-1,">> Okay Michael, so we've done our little example. I want to ask you a quick question and try to talk something through with you and then we can start to wrap up. Okay. >> Awesome. >> Alright, so, here is my quick question. Now, in the reading, which I know you've read, there's a proof. That shows that boosting not only, you know, does pretty things with axis of line semi-planes, but also that it will converge to good answers and that it will find good combined hypotheses. You know, we could go look at the reading and write down a proof that shows that boosting does well. Umm. And there's one in the reading. Or we could talk about an intuition. So if someone were to come up to you. If a student were to find you somewhere and said, I read the proof, I'm kind of getting it, but do you have a good sort of intuition about why boosting tends will do well? What do you think you would tell them? Could you think of something simple? I've been struggling with this for a while. >> No. [LAUGH]."
OWjjAP4noUE,Good Answers - Georgia Tech - Machine Learning,1-2,">> Okay, well, then let me try something on you and you can tell me if it sort of makes sense. So this is just an intuition for why, for why boosting pins will do well. Okay, so what does boosting do? Okay. Boosting basically says, if I have some examples that I haven't been able to classify well, I'm going to re-rate all my examples. So that the ones I don't do well become increasingly important. Right, that's what boosting does. Yes? >> Yes. >> Right, that's what this whole, whole bit of D is all about. It's all about re-weighting based on difficulty and hardest. And we know that we have the notion of a weak learner. That no matter what happens for whatever distribution, we're always going to be able to find some hypothesis that does well. So, if I'm trying to understand why boosting in the end, why the final hypothesis that I get at the end, is going to do well. I can try to get a feeling for that by"
OWjjAP4noUE,Good Answers - Georgia Tech - Machine Learning,2-3,"asking, well. Under what circumstances would it not do well? So, if it doesn't do well, then that means there has to be a bunch of examples that it's getting wrong, right? >> Mm hm. >> That's what it would mean not to do well, agreed? >> Yeah. >> Okay. So how many things could it not get right? How many things could it misclassify? How many things could it get incorrect? Well, I'm going to argue Michael, that, that number has to be small. There cannot be a lot of examples that it gets wrong. So do you want to know why? Do you want to know my reasoning for why? >> Yeah. >> So, here's my reasoning, let's imagine I had a number of examples at the end of this whole process. I've done it T times. I've gone through this many times and I have some number of examples that I'm getting wrong. If I were getting those examples wrong, then I was getting them wrong in the last time step, right? And, since I have a distribution and I re-normalize, and it has to be the case that at least half of the time, more than half of the time I am correct, that number"
OWjjAP4noUE,Good Answers - Georgia Tech - Machine Learning,3-4,"of things I'm getting wrong has to be getting smaller over time. Because let's imagine that was at a stage where I had a whole bunch of them wrong. Well, then I would naturally renormalize them with a distribution so that all of those things are important. But if they were all important, the ones that I was getting wrong, the next time I run a learner, I am going to have to get at least half of them right, more than half of them are right. Is that make sense? >> It does, but it, but what scares me is, okay, why can't it just be the case that the previous ones which were getting right start to get more wrong as we shift our energy towards the errors. >> Yeah, why is that? >> I don't know. But did you wanna, are we, we working up to some kind of you know, log n kind of thing where each time you are knocking off half of them and therefore. >> I don't know. Do you remember the proof. >> The proof. >> I mean what goes on is that you get, sort of, this exponentially aggressive weighting over examples, right? >> Yeah. >> And you're driving down the number of things you get wrong. Sort of exponentially quickly, over time. That's why boosting works so well and works so fast."
OWjjAP4noUE,Good Answers - Georgia Tech - Machine Learning,4-5,">> I get that we're, the we're quickly ramping up the weights on the hard ones. I don't get why that's causing us to get fewer things wrong over time. So like, when you should, in your, in your example that you worked through, that had the error in the alphas and the errors kept going down and the alphas kept going up. >> Right. >> Like, is that necessarily the case? >> Well, what would be the circumstances under which it isn't the case? How would you ever go back and forth between examples? Well, certainly it's the case that if you keep getting something, right, you will, get them. Well, so here's what happens over time, right. Is that over time, every new hypothesis, it gets to get a vote, based upon how well it does on the last, difficult let's say, distribution. So the ones that are even if the ones that you were getting right you start to get wrong, they are going to, if you get them increasingly wrong, that error's going to go down and you're going to get less of a vote, right."
OWjjAP4noUE,Good Answers - Georgia Tech - Machine Learning,5-6,"Because e sub T is over the current distribution. And it's not over the sum of the voted, over all the examples you've ever seen. >> Understand. >> So does that make sense? Is that right? >> I don't know. I don't have the intuition, it seems like it could be, you know, could we keep shifting the distribution. It could be that the error is going up. Like if the error could be low, why can't we just make it low from the beginning. >> Right. >> Like, I feel like the error should be going up, because we're, we're asking it harder and harder questions as we go. >> No, no, no, because we're asking it harder and harder questions, but even though we're asking it harder and harder questions, it's forced to be able to do well on those hard questions. It's forced to, because it's a weak learner. I mean that's why having, being able to always, that's why having a weak learner is such a powerful thing. >> But why couldn't we like on, on iteration 17, have something where the weak learner works right at the edge of it's abilities, and it just comes back with something that's a half minus epsilon. >> That's fine. But it has to always be able to do that. If it's a half minus epsilon, the things it's getting"
OWjjAP4noUE,Good Answers - Georgia Tech - Machine Learning,6-7,"wrong will have to go back down again. >> No, no I understand that. What I'm saying is that, why would the error go down each iteration. >> Well, it doesn't have to, but it shouldn't be getting bigger. >> Why shouldn't it be getting bigger? >> So, imagine, imagine, imagine the case that you're getting, right. You, you are working at the edge of your abilities. You get half of them right. Roughly and half of them wrong, the ones you got wrong would become more important, so the next time round you're going to get those right, versus the other ones. So you could cycle back and forth I suppose, in the worst case, but then you're just going to be sitting around, always having a little bit more information. So your error will not get worse, you'll just have different ones that are able to vote on that do well on different parts of the space. Right? Because you're always forced to do better than chance. So. >> Yeah but that, that's not the same as saying that we're forced to get better and better each iteration. >> That's right, it's not. >> So it's, yeah again, I don't see that, that property just falling out. >> Well, I don't see it falling out either, but then I haven't read the proof in like seven, eight, nine years. >> Well, I feel like it should be, it should be something like, look we"
OWjjAP4noUE,Good Answers - Georgia Tech - Machine Learning,7-8,"had, look at what the, so okay, so we generate a new distribution, what is the previous, what's the previous classified error on this distribution, it better be the case. I mean if it were the case that we always return the best classifier that I could imagine trying to use that but. >> Well we, well we don't, we don't require that. >> Yeah, I mean, it's just finding one that's epsilon minus, or a half minus epsilon. >> Right, so let's, let's see if we can take the simple case, we got three examples, right, and you're bouncing back and forth and you want to construct something so that you always do well on two of them. And then poorly on one, kind of a thing, and that you keep bouncing back and forth. So let's imagine that you have one-third, one-third, one-third, and your first thing gets the first two right and the last one wrong. So you have an error of a third. And you make that last one more likely and the other two less likely. Suitably normalized, right? >> Yep. >> So now, your next one, you want to somehow bounce back and have it decide that it can miss, so let's say you missed the third one. So you, you get the third one right. You get the second"
OWjjAP4noUE,Good Answers - Georgia Tech - Machine Learning,8-9,"one right but you get the first one wrong. What's going to happen? Well, three is going to go down. You're still going to, well you won't have a third error actually. You'll have less than a third error because you had to get one of the ones you were getting right wrong, you had to get the one you were getting wrong right. So your error is going to be at least an example I just gave. Less than a third. So, if your error is less and a third, then the weighting goes up more. And so, the one that you just got wrong goes up, doesn't go back to where it was before. It becomes even more important than it was when you had a uniform distribution. So the next time around, you have to get that one right, but it's not enough to break a half. So you're going to have to get something else right as well, and the one in the middle that you were getting right isn't enough. So you'll have to get number three right as well. >> Interesting. >> Right? And so, it's really hard to cycle back and forth between different examples, because you're exponentially"
OWjjAP4noUE,Good Answers - Georgia Tech - Machine Learning,9-10,"weighting how important they are. Which means, you're always going to have to pick up something along the way. Because the ones that you, coicidentally, got right two times in a row. Become so unimportant. It doesn't help you to get those right. Whereas, the ones that you've gotten wrong, in the past. You've got to, on these cycles. Pick up some of them in order to get you over a half. >> Mmm >> And so, it is very difficult for you to cycle back and forth. >> Interesting. >> And that kind of makes sense, right? If you think about it in kind of an information gain sense, because what's going on there is you're, you're basically saying you must pick up information all the time. >> Hm. And then your non uni. Well uniform is the wrong word but you are kind of. You know, non-linearly using that information in some way. So that kind of works. It makes some sense to me, but I think that in the end what has to happen is you. You, there must be just a few examples in a kind of weighted sense that you're getting wrong. And so if I'm right, that as"
OWjjAP4noUE,Good Answers - Georgia Tech - Machine Learning,10-11,"you, as you move through each of these cycles, you're weighting in such a way that you have to be picking up things you've gotten wrong in the past. So in other words, it's not enough to say, only the things that are hard in the last set, are the ones that I have to do better. You must also be picking up some of the things that you've gotten wrong earlier more than you were getting right. Because there's just not enough information in the one's that you're getting right all the time, because by the time you get that far along, the weight on them is near zero and they don't matter. >> Interesting. >> And then if you say, well, Charles, I could cycle back by always getting those wrong, yes, but then if you're getting those wrong, they're going to pull up and you're going to have to start getting those right too. And so, over time, you've gotta not just pick out things that do better than a half. But things that do well on a lot of the data. Because there's no way for all of the possible distributions for you to do better than chance otherwise. >> Cool."
